481.0	2197633	The Faint	Shakira
191.0	2197633	Shakira	Radiohead
260.0	1045745	w-inds.	Yuki Kaida
281.0	1045745	Yuki Kaida	Nujabes
220.0	1045745	Nujabes	岡崎律子
251.0	1045745	岡崎律子	楊千嬅
270.0	1045745	楊千嬅	w-inds.
300.0	1045745	w-inds.	Naoto Fuga & Masayuki Okazaki
239.0	1045745	Naoto Fuga & Masayuki Okazaki	ALI PROJECT
180.0	1045745	ALI PROJECT	Uran
230.0	1045745	Uran	Kathy Shower & Yoko Ueno
273.0	2145441	Pinback	Saosin
233.0	2145441	Saosin	Pinback
305.0	1045745	Kathy Shower & Yoko Ueno	T.M.Revolution
280.0	1045745	T.M.Revolution	光田康典
321.0	1045745	光田康典	Heartsdales
290.0	1045745	Heartsdales	The Seeker
1029.0	2110169	Teenage Jesus and the Jerks	Ex Models
66.0	2110169	Ex Models	Teenage Jesus and the Jerks
291.0	1045745	The Seeker	The Stripes
310.0	2146750	Nine Inch Nails	Deadsy
310.0	1045745	The Stripes	w-inds.
634.0	2110169	Teenage Jesus and the Jerks	Maximilian Hecker
331.0	2146750	Deadsy	Earshot
280.0	1045745	w-inds.	杏子
240.0	2146750	Earshot	KMFDM
261.0	1045745	杏子	w-inds.
4700.0	1003077	Cripple Bastards	The Sisters of Mercy
240.0	2146750	KMFDM	Gjallarhorn
341.0	1003077	The Sisters of Mercy	Nokturnal Mortum
380.0	1045745	w-inds.	m-flo
280.0	2146750	Gjallarhorn	Nine Inch Nails
1030.0	2146750	Nine Inch Nails	Tool
160.0	2146750	Tool	Without
1255.0	1045745	m-flo	Kathy Shower
131.0	1045745	Kathy Shower	MISIA
600.0	2146750	Without	Zen Café
330.0	2146750	Zen Café	Dj Scot project & Angy dee
815.0	1045745	MISIA	m-flo
330.0	2146750	Dj Scot project & Angy dee	Blindside
361.0	1045745	m-flo	K. ft. Verbal
330.0	1045745	K. ft. Verbal	名取香り
560.0	2146750	Blindside	Ministry
440.0	2146750	Ministry	Nine Inch Nails
6226.0	2145441	Pinback	Saosin
410.0	2146750	Nine Inch Nails	Skinny Puppy
1102.0	1045745	名取香り	Silva
263.0	2145441	Saosin	...And You Will Know Us by the Trail of Dead
330.0	2146750	Skinny Puppy	A Perfect Circle
208.0	2145441	...And You Will Know Us by the Trail of Dead	The Innocence Mission
320.0	1045745	Silva	MISIA
173.0	2145441	The Innocence Mission	Calexico
300.0	2146750	A Perfect Circle	Tool
204.0	2145441	Calexico	Lovage
321.0	1045745	MISIA	名取香り
250.0	2146750	Tool	The Escape Engine
236.0	2145441	Lovage	Fey
310.0	1045745	名取香り	GACKT
201.0	2146750	The Escape Engine	Kumikameli
233.0	2145441	Fey	Rachael Yamagata
200.0	2146750	Kumikameli	30 Seconds to Mars
491.0	1045745	GACKT	Silva
430.0	2145441	Rachael Yamagata	Cat Power
480.0	2146750	30 Seconds to Mars	Unicode
6696.0	2110169	Maximilian Hecker	Black Strobe
367.0	2145441	Cat Power	Ink and Dagger
490.0	2146750	Unicode	Disco Ensemble
406.0	2145441	Ink and Dagger	Green Day
190.0	2146750	Disco Ensemble	Nine Inch Nails
266.0	2145441	Green Day	Queen
260.0	2146750	Nine Inch Nails	The Prodigy
370.0	2146750	The Prodigy	Blur
12215.0	2197633	Radiohead	Jeff Mangum
1182.0	2110169	Black Strobe	Moving Units
320.0	2146750	Blur	Pitchshifter
170.0	2146750	Pitchshifter	Clint Mansell
1117.0	2145441	Queen	Sex Pistols
430.0	2146750	Clint Mansell	Kotiteollisuus
570.0	2146750	Kotiteollisuus	Skinny Puppy
1102.0	2145441	Sex Pistols	Grandmaster Flash and the Furious Five
452.0	2145441	Grandmaster Flash and the Furious Five	The Corrs
880.0	2146750	Skinny Puppy	Nine Inch Nails
810.0	2146750	Nine Inch Nails	The Chemical Brothers
410.0	2146750	The Chemical Brothers	Godhead
310.0	2146750	Godhead	Nine Inch Nails
1830.0	2145441	The Corrs	Ben E. King
215.0	2145441	Ben E. King	Elysian Fields
560.0	2146750	Nine Inch Nails	My Chemical Romance
639.0	2145441	Elysian Fields	The Beatles
6199.0	2110169	Moving Units	Joy Division
1021.0	2110169	Joy Division	Bush
264.0	2110169	Bush	Travis
2665.0	2145441	The Beatles	Cave In
0.0	2655169	50 Cent ft .Beyonce & Bounty Killer	Adrian Gahxa
0.0	2655169	Adrian Gahxa	Aleksandra Pileva
0.0	2655169	Aleksandra Pileva	Black Eyed Peas
0.0	2655169	Black Eyed Peas	Britney Spears
0.0	2655169	Britney Spears	Coldplay
0.0	2655169	Coldplay	Daniel Bedengfield
0.0	2655169	Daniel Bedengfield	Despina Vandi
0.0	2655169	Despina Vandi	Dido
0.0	2655169	Dido	Eamon
0.0	2655169	Eamon	Elena Paparizou
0.0	2655169	Elena Paparizou	Elena Risteska
0.0	2655169	Elena Risteska	Elya
0.0	2655169	Elya	Faithless
0.0	2655169	Faithless	Franz Ferdinand
0.0	2655169	Franz Ferdinand	Gorillaz
0.0	2655169	Gorillaz	Green Day
0.0	2655169	Green Day	Gwen Stefani
0.0	2655169	Gwen Stefani	Helena Paparizou
0.0	2655169	Helena Paparizou	Jennifer Lopez
0.0	2655169	Jennifer Lopez	Jessica Simpson
0.0	2655169	Jessica Simpson	Julia Savicheva
0.0	2655169	Julia Savicheva	Justin Timberlake
0.0	2655169	Justin Timberlake	Kanye West
0.0	2655169	Kanye West	Karolina
0.0	2655169	Karolina	Kelis
0.0	2655169	Kelis	Kelly Clarkson
0.0	2655169	Kelly Clarkson	Lil Jon
0.0	2655169	Lil Jon	Madonna
0.0	2655169	Madonna	Mariah Carey
0.0	2655169	Mariah Carey	Maroon 5
0.0	2655169	Maroon 5	Narcotic Thrust
0.0	2655169	Narcotic Thrust	Natasha Thomas
0.0	2655169	Natasha Thomas	Nelly Feat Jaheim
0.0	2655169	Nelly Feat Jaheim	Ricky Martin
0.0	2655169	Ricky Martin	Rihanna
