9937.0	7552.0	32929.0	5196.0	1336922	60	183670	155473	6	7620
1389.0	2595.0	50682.0	1440.0	895897	154703	20073	225611	15435	60
9044.0	3707.0	37859.0	12036.0	70524	46717	7284	48997	1093	48997
14683.0	5642.0	70652.0	6116.0	1337921	11492	105691	11492	3376	6097
19681.0	12379.0	3266.0	68847.0	1336323	32679	9310	60	91408	357211
44845.0	2743.0	42443.0	8639.0	1338319	11492	12968	89291	2591	11492
11911.0	77550.0	3815.0	4038.0	1313906	28017	3570	27519	56	62733
12639.0	4583.0	76844.0	4018.0	1339487	28017	3570	184471	56	62733
10850.0	15206.0	63019.0	9507.0	160083	11138	60	562	6	11138
10511.0	9341.0	13378.0	69963.0	476584	11138	60	546090	8158	562
3791.0	40230.0	41030.0	14820.0	571400	404828	127030	404828	11080	15889
77550.0	3815.0	4038.0	7431.0	1313906	3570	27519	562	6273	60
4583.0	76844.0	4018.0	7540.0	1339487	3570	184471	562	6273	60
9341.0	13378.0	69963.0	4134.0	476584	60	546090	81580	56	9884
23389.0	19805.0	11092.0	55502.0	1338868	37196	5222	64788	2735	5222
57260.0	38149.0	10792.0	5396.0	1338366	10935	11195	11138	762	10935
43715.0	3430.0	6540.0	6403.0	696634	9310	257822	19766	583	17422
9528.0	46559.0	9908.0	16403.0	1347950	7284	4084	154703	7056	83869
3473.0	1354.0	11227.0	10793.0	19476	819	259589	819	16929	198580
13378.0	69963.0	4134.0	13305.0	476584	546090	81580	562	988	562
13674.0	61862.0	10863.0	13676.0	266900	2964	5324	89221	296	5324
19805.0	11092.0	55502.0	20998.0	1338868	5222	64788	27355	522	13909
12449.0	4290.0	100765.0	23275.0	1334963	142566	7284	12968	25753	9822
44022.0	42372.0	28791.0	15236.0	26225	5834	16476	5834	2165	16476
12301.0	42225.0	37607.0	44124.0	1343783	28304	7284	34538	1296	110163
12044.0	78423.0	48461.0	6416.0	1336042	48997	782	5834	242	122183
11092.0	55502.0	20998.0	9898.0	1338868	64788	27355	5222	1390	27355
40186.0	45161.0	33957.0	2632.0	1347015	50722	48997	160509	78	10936
31527.0	57190.0	8464.0	24216.0	1347076	5222	429263	875488	60552	92475
38149.0	10792.0	5396.0	30605.0	1338366	11195	11138	7620	1093	11195
39217.0	10625.0	49866.0	36705.0	1343053	7284	93603	48997	9360	7284
6040.0	35401.0	52330.0	4755.0	1348867	280373	2964	1251	296	280373
13130.0	7399.0	6032.0	9938.0	35062	1243	17624	390	124	794480
7283.0	40710.0	54458.0	3560.0	1348386	47981	11195	11901	24899	11901
