481.0	191.0	2197633	The Faint	Shakir	Radiohead
260.0	281.0	1045745	w-inds.	Yuki Kaid	Nujabes
281.0	220.0	1045745	Yuki Kaida	Nujabe	岡崎律子
220.0	251.0	1045745	Nujabes	岡崎律�	楊千嬅
251.0	270.0	1045745	岡崎律子	楊千�	w-inds.
270.0	300.0	1045745	楊千嬅	w-inds	Naoto Fuga & Masayuki Okazaki
300.0	239.0	1045745	w-inds.	Naoto Fuga & Masayuki Okazak	ALI PROJECT
239.0	180.0	1045745	Naoto Fuga & Masayuki Okazaki	ALI PROJEC	Uran
180.0	230.0	1045745	ALI PROJECT	Ura	Kathy Shower & Yoko Ueno
273.0	233.0	2145441	Pinback	Saosi	Pinback
230.0	305.0	1045745	Uran	Kathy Shower & Yoko Uen	T.M.Revolution
305.0	280.0	1045745	Kathy Shower & Yoko Ueno	T.M.Revolutio	光田康典
280.0	321.0	1045745	T.M.Revolution	光田康�	Heartsdales
321.0	290.0	1045745	光田康典	Heartsdale	The Seeker
1029.0	66.0	2110169	Teenage Jesus and the Jerks	Ex Model	Teenage Jesus and the Jerks
290.0	291.0	1045745	Heartsdales	The Seeke	The Stripes
291.0	310.0	1045745	The Seeker	The Stripe	w-inds.
66.0	634.0	2110169	Ex Models	Teenage Jesus and the Jerk	Maximilian Hecker
310.0	331.0	2146750	Nine Inch Nails	Deads	Earshot
310.0	280.0	1045745	The Stripes	w-inds	杏子
331.0	240.0	2146750	Deadsy	Earsho	KMFDM
280.0	261.0	1045745	w-inds.	杏�	w-inds.
240.0	240.0	2146750	Earshot	KMFD	Gjallarhorn
4700.0	341.0	1003077	Cripple Bastards	The Sisters of Merc	Nokturnal Mortum
261.0	380.0	1045745	杏子	w-inds	m-flo
240.0	280.0	2146750	KMFDM	Gjallarhor	Nine Inch Nails
280.0	1030.0	2146750	Gjallarhorn	Nine Inch Nail	Tool
1030.0	160.0	2146750	Nine Inch Nails	Too	Without
380.0	1255.0	1045745	w-inds.	m-fl	Kathy Shower
1255.0	131.0	1045745	m-flo	Kathy Showe	MISIA
160.0	600.0	2146750	Tool	Withou	Zen Café
600.0	330.0	2146750	Without	Zen Caf�	Dj Scot project & Angy dee
131.0	815.0	1045745	Kathy Shower	MISI	m-flo
330.0	330.0	2146750	Zen Café	Dj Scot project & Angy de	Blindside
815.0	361.0	1045745	MISIA	m-fl	K. ft. Verbal
361.0	330.0	1045745	m-flo	K. ft. Verba	名取香り
330.0	560.0	2146750	Dj Scot project & Angy dee	Blindsid	Ministry
560.0	440.0	2146750	Blindside	Ministr	Nine Inch Nails
233.0	6226.0	2145441	Saosin	Pinbac	Saosin
440.0	410.0	2146750	Ministry	Nine Inch Nail	Skinny Puppy
330.0	1102.0	1045745	K. ft. Verbal	名取香�	Silva
6226.0	263.0	2145441	Pinback	Saosi	...And You Will Know Us by the Trail of Dead
410.0	330.0	2146750	Nine Inch Nails	Skinny Pupp	A Perfect Circle
263.0	208.0	2145441	Saosin	...And You Will Know Us by the Trail of Dea	The Innocence Mission
1102.0	320.0	1045745	名取香り	Silv	MISIA
208.0	173.0	2145441	...And You Will Know Us by the Trail of Dead	The Innocence Missio	Calexico
330.0	300.0	2146750	Skinny Puppy	A Perfect Circl	Tool
173.0	204.0	2145441	The Innocence Mission	Calexic	Lovage
320.0	321.0	1045745	Silva	MISI	名取香り
300.0	250.0	2146750	A Perfect Circle	Too	The Escape Engine
204.0	236.0	2145441	Calexico	Lovag	Fey
321.0	310.0	1045745	MISIA	名取香�	GACKT
250.0	201.0	2146750	Tool	The Escape Engin	Kumikameli
236.0	233.0	2145441	Lovage	Fe	Rachael Yamagata
201.0	200.0	2146750	The Escape Engine	Kumikamel	30 Seconds to Mars
310.0	491.0	1045745	名取香り	GACK	Silva
233.0	430.0	2145441	Fey	Rachael Yamagat	Cat Power
200.0	480.0	2146750	Kumikameli	30 Seconds to Mar	Unicode
634.0	6696.0	2110169	Teenage Jesus and the Jerks	Maximilian Hecke	Black Strobe
430.0	367.0	2145441	Rachael Yamagata	Cat Powe	Ink and Dagger
480.0	490.0	2146750	30 Seconds to Mars	Unicod	Disco Ensemble
367.0	406.0	2145441	Cat Power	Ink and Dagge	Green Day
490.0	190.0	2146750	Unicode	Disco Ensembl	Nine Inch Nails
406.0	266.0	2145441	Ink and Dagger	Green Da	Queen
190.0	260.0	2146750	Disco Ensemble	Nine Inch Nail	The Prodigy
260.0	370.0	2146750	Nine Inch Nails	The Prodig	Blur
191.0	12215.0	2197633	Shakira	Radiohea	Jeff Mangum
6696.0	1182.0	2110169	Maximilian Hecker	Black Strob	Moving Units
370.0	320.0	2146750	The Prodigy	Blu	Pitchshifter
320.0	170.0	2146750	Blur	Pitchshifte	Clint Mansell
266.0	1117.0	2145441	Green Day	Quee	Sex Pistols
170.0	430.0	2146750	Pitchshifter	Clint Mansel	Kotiteollisuus
430.0	570.0	2146750	Clint Mansell	Kotiteollisuu	Skinny Puppy
1117.0	1102.0	2145441	Queen	Sex Pistol	Grandmaster Flash and the Furious Five
1102.0	452.0	2145441	Sex Pistols	Grandmaster Flash and the Furious Fiv	The Corrs
570.0	880.0	2146750	Kotiteollisuus	Skinny Pupp	Nine Inch Nails
880.0	810.0	2146750	Skinny Puppy	Nine Inch Nail	The Chemical Brothers
