2966.0	50075.0	12	7b52009b64fd0a2a49e6d8a939753077792b0554	fa35e192121eabf3dabf9f5ea6abdbcbc107ac3	f1abd670358e036c31296e66b3b66c382ac00812
50075.0	20920.0	12	fa35e192121eabf3dabf9f5ea6abdbcbc107ac3b	f1abd670358e036c31296e66b3b66c382ac0081	d435a6cdd786300dff204ee7c2ef942d3e9034e2
20920.0	7806.0	12	f1abd670358e036c31296e66b3b66c382ac00812	d435a6cdd786300dff204ee7c2ef942d3e9034e	bc33ea4e26e5e1af1408321416956113a4658763
7806.0	77481.0	12	d435a6cdd786300dff204ee7c2ef942d3e9034e2	bc33ea4e26e5e1af1408321416956113a465876	ca3512f4dfa95a03169c5a670a4c91a19b3077b4
77481.0	72208.0	12	bc33ea4e26e5e1af1408321416956113a4658763	ca3512f4dfa95a03169c5a670a4c91a19b3077b	511a418e72591eb7e33f703f04c3fa16df6c90bd
201.0	19100.0	45	e6c3dd630428fd54834172b8fd2735fed9416da4	6c1e671f9af5b46d9c1a52067bdf0e53685674f	ee8b1d0ea22411ddb074dbd65f1665cf
72208.0	24930.0	12	ca3512f4dfa95a03169c5a670a4c91a19b3077b4	511a418e72591eb7e33f703f04c3fa16df6c90b	76546f9a641ede2beab506b96df1688d889e629a
105.0	75890.0	4867	ee903e42a22411dda467ff8194c6b95d	b37f6ddcefad7e8657837d3177f9ef2462f98ac	ee8a3de4a22411dd874bf31dc846041d
75890.0	115.0	4867	b37f6ddcefad7e8657837d3177f9ef2462f98acf	ee8a3de4a22411dd874bf31dc846041	8e63fd3e77796b102589b1ba1e4441c7982e4132
79.0	82876.0	1587	16b06bd9b738835e2d134fe8d596e9ab0086a985	ee903e42a22411dda467ff8194c6b95	ee8a3de4a22411dd874bf31dc846041d
82876.0	115069.0	1587	ee903e42a22411dda467ff8194c6b95d	ee8a3de4a22411dd874bf31dc846041	eeb1943ea22411dd8482fba3141f3ee0
24930.0	261644.0	12	511a418e72591eb7e33f703f04c3fa16df6c90bd	76546f9a641ede2beab506b96df1688d889e629	a2e33d344f272e100d4a8efeabc7ae8a60a8ba7a
19100.0	278259.0	45	6c1e671f9af5b46d9c1a52067bdf0e53685674f7	ee8b1d0ea22411ddb074dbd65f1665c	775bc5c30e27f0e562115d136e7f7edbd3cead89
278259.0	1107.0	45	ee8b1d0ea22411ddb074dbd65f1665cf	775bc5c30e27f0e562115d136e7f7edbd3cead8	40bd001563085fc35165329ea1ff5c5ecbdbbeef
1107.0	74498.0	45	775bc5c30e27f0e562115d136e7f7edbd3cead89	40bd001563085fc35165329ea1ff5c5ecbdbbee	775bc5c30e27f0e562115d136e7f7edbd3cead89
115069.0	101047.0	1587	ee8a3de4a22411dd874bf31dc846041d	eeb1943ea22411dd8482fba3141f3ee	eeb366e2a22411ddad663356f84ff6df
261644.0	102500.0	12	76546f9a641ede2beab506b96df1688d889e629a	a2e33d344f272e100d4a8efeabc7ae8a60a8ba7	95e815d1541bf6f358cfffbe66ab3af0d0c09d09
115.0	290256.0	4867	ee8a3de4a22411dd874bf31dc846041d	8e63fd3e77796b102589b1ba1e4441c7982e413	ee8b1d0ea22411ddb074dbd65f1665cf
