11911.0	77550.0	3815.0	4038.0	7431.0	1313906	28017	3570	27519	562	6273	60
12639.0	4583.0	76844.0	4018.0	7540.0	1339487	28017	3570	184471	562	6273	60
10511.0	9341.0	13378.0	69963.0	4134.0	476584	11138	60	546090	81580	56	9884
9341.0	13378.0	69963.0	4134.0	13305.0	476584	60	546090	81580	562	988	562
23389.0	19805.0	11092.0	55502.0	20998.0	1338868	37196	5222	64788	27355	522	13909
19805.0	11092.0	55502.0	20998.0	9898.0	1338868	5222	64788	27355	5222	1390	27355
57260.0	38149.0	10792.0	5396.0	30605.0	1338366	10935	11195	11138	7620	1093	11195
38149.0	10792.0	5396.0	30605.0	3671.0	1338366	11195	11138	7620	10935	1119	9822
51162.0	4488.0	35385.0	1887.0	3152.0	29537	299879	154352	17624	28192	30338	562
9528.0	46559.0	9908.0	16403.0	37065.0	1347950	7284	4084	154703	70560	8386	124942
6011.0	1444.0	17922.0	10807.0	6347.0	1363012	9822	7324	20719	9822	728	23558
3473.0	1354.0	11227.0	10793.0	34166.0	19476	819	259589	819	169298	19858	104657
4488.0	35385.0	1887.0	3152.0	3244.0	29537	154352	17624	28192	303382	56	388
12301.0	42225.0	37607.0	44124.0	15449.0	1343783	28304	7284	34538	12964	11016	55937
46559.0	9908.0	16403.0	37065.0	4090.0	1347950	4084	154703	70560	83869	12494	390
1444.0	17922.0	10807.0	6347.0	3917.0	1363012	7324	20719	9822	7284	2355	46717
9998.0	7124.0	31925.0	60091.0	7364.0	1349281	16091	165572	16091	86481	982	21539
9240.0	7636.0	73632.0	67176.0	4618.0	98879	64	280373	2964	788	728	9373
44022.0	42372.0	28791.0	15236.0	27119.0	26225	5834	16476	5834	21657	1647	23001
10792.0	5396.0	30605.0	3671.0	14324.0	1338366	11138	7620	10935	11195	982	23245
99120.0	34179.0	3528.0	12864.0	14729.0	70841	7620	19300	602014	7620	443	7491
1354.0	11227.0	10793.0	34166.0	8223.0	19476	259589	819	169298	198580	10465	10935
9937.0	7552.0	32929.0	5196.0	106102.0	1336922	60	183670	155473	60	762	54322
22514.0	3632.0	19841.0	9328.0	10038.0	962390	60	562	390	60	20636	763543
40186.0	45161.0	33957.0	2632.0	22789.0	1347015	50722	48997	160509	782	1093	9373
91005.0	4712.0	58267.0	2385.0	10784.0	94596	437	833	10086	49881	2334	7324
4393.0	1911.0	47486.0	7106.0	16350.0	665796	7284	10936	4933	6375	12280	49244
7124.0	31925.0	60091.0	7364.0	9773.0	1349281	165572	16091	86481	9822	2153	9822
6349.0	12202.0	85574.0	49224.0	14170.0	988438	7620	60	741987	38137	1984	60
11186.0	48979.0	108403.0	3079.0	907.0	27494	2428	12968	9828	11492	1297	10065
42225.0	37607.0	44124.0	15449.0	14836.0	1343783	7284	34538	12964	110163	5593	78593
9959.0	16238.0	68581.0	63004.0	14025.0	248695	5222	7491	7620	5222	749	7620
51293.0	97128.0	3695.0	6699.0	8203.0	1343346	29488	50547	117778	108067	34758	29487
5396.0	30605.0	3671.0	14324.0	10809.0	1338366	7620	10935	11195	9822	2324	9310
7078.0	13367.0	123816.0	12743.0	19804.0	235590	7620	58078	480	7620	1113	23558
7552.0	32929.0	5196.0	106102.0	12149.0	1336922	183670	155473	60	7620	5432	60
5296.0	7410.0	6408.0	128766.0	5609.0	95634	1243	70567	319767	390	6	12004
31527.0	57190.0	8464.0	24216.0	31822.0	1347076	5222	429263	875488	605523	9247	111235
39428.0	49773.0	54403.0	17634.0	12421.0	1339654	62792	2964	80822	4700	1588	2964
74079.0	49862.0	9529.0	21991.0	4631.0	1010864	7284	12964	110163	540911	7859	194935
42372.0	28791.0	15236.0	27119.0	15254.0	26225	16476	5834	21657	16476	2300	5834
123047.0	3769.0	8094.0	24300.0	14732.0	442516	593113	9822	106671	153843	2520	7515
48979.0	108403.0	3079.0	907.0	8027.0	27494	12968	9828	11492	12971	1006	833
7130.0	39316.0	60132.0	7595.0	13820.0	962023	165572	16091	86481	21539	982	3104
32929.0	5196.0	106102.0	12149.0	5511.0	1336922	155473	60	7620	54322	6	7620
112550.0	40979.0	13753.0	9735.0	10776.0	16016	7491	420	159802	309193	5536	96793
31925.0	60091.0	7364.0	9773.0	11959.0	1349281	16091	86481	9822	21539	982	3104
72014.0	10516.0	9964.0	4426.0	30314.0	1350902	537311	138863	2297	7284	1093	2292
46515.0	9979.0	42878.0	75959.0	7332.0	1338509	1044949	7489	64	391017	6	7489
9908.0	16403.0	37065.0	4090.0	26040.0	1347950	154703	70560	83869	124942	39	3570
19458.0	82009.0	23655.0	60720.0	6811.0	1337869	8595	60	562	390	56	390
30605.0	3671.0	14324.0	10809.0	10802.0	1338366	10935	11195	9822	23245	931	11138
36406.0	4001.0	24370.0	3262.0	23579.0	79641	5324	962434	9822	7620	1045	1039
35385.0	1887.0	3152.0	3244.0	30316.0	29537	17624	28192	303382	562	38	17624
23266.0	4309.0	11352.0	15964.0	25078.0	1361043	5222	9822	1339	834	493	13384
12202.0	85574.0	49224.0	14170.0	16347.0	988438	60	741987	38137	19844	6	9310
34524.0	10540.0	14530.0	1664.0	29512.0	1357854	384870	29488	16642	60	56	62732
5196.0	106102.0	12149.0	5511.0	8266.0	1336922	60	7620	54322	60	762	5222
173626.0	1642.0	2611.0	1079.0	18132.0	45271	58494	663522	11492	77037	732	11492
2512.0	4829.0	16362.0	9193.0	5711.0	1371378	20073	562	20073	562	15079	28017
16238.0	68581.0	63004.0	14025.0	18656.0	248695	7491	7620	5222	7491	762	11195
58539.0	6227.0	1584.0	27528.0	3477.0	578500	810	7620	60	562	6	7620
81293.0	24123.0	41340.0	4655.0	24527.0	283858	7284	3317	25506	788	60699	83229
3671.0	14324.0	10809.0	10802.0	7251.0	1338366	11195	9822	23245	9310	1113	5222
10540.0	14530.0	1664.0	29512.0	4421.0	1357854	29488	16642	60	562	6273	107670
14153.0	32442.0	7154.0	18328.0	25672.0	36343	87003	58589	162935	73923	1241	327107
12718.0	130989.0	17236.0	14253.0	18033.0	1337722	15889	60	12004	15889	1113	15889
24123.0	41340.0	4655.0	24527.0	2800.0	283858	3317	25506	788	606991	8322	428
43715.0	3430.0	6540.0	6403.0	79505.0	696634	9310	257822	19766	5834	1742	114777
53581.0	5599.0	6424.0	27555.0	7572.0	29694	653	647	56672	151936	39259	761
14324.0	10809.0	10802.0	7251.0	3543.0	1338366	9822	23245	9310	11138	522	7620
8912.0	125903.0	6629.0	24027.0	27561.0	1341633	49881	12041	49881	9373	982	7620
1887.0	3152.0	3244.0	30316.0	9516.0	29537	28192	303382	562	388	1762	107671
15654.0	6655.0	72891.0	70330.0	24697.0	51515	1259	121766	34452	774138	4702	69741
3430.0	6540.0	6403.0	79505.0	2555.0	696634	257822	19766	5834	17422	11477	3080
11092.0	55502.0	20998.0	9898.0	55504.0	1338868	64788	27355	5222	13909	2735	5222
97238.0	46157.0	17492.0	8145.0	6170.0	1347375	17624	1243	25208	60	762	12185
10809.0	10802.0	7251.0	3543.0	3472.0	1338366	23245	9310	11138	5222	762	4432
20364.0	8434.0	34135.0	74660.0	37241.0	91671	5222	2964	34157	74619	15153	90014
21052.0	9399.0	23298.0	26201.0	14001.0	1361214	7491	9822	9831	782	5106	920
17586.0	66048.0	12262.0	6358.0	3951.0	375508	54874	428	95359	267698	42	1029943
21965.0	8773.0	74156.0	59972.0	40534.0	1335352	102614	67914	52602	22080	1093	26986
13378.0	69963.0	4134.0	13305.0	77408.0	476584	546090	81580	562	9884	56	3570
19681.0	12379.0	3266.0	68847.0	101461.0	1336323	32679	9310	60	914081	35721	60
13674.0	61862.0	10863.0	13676.0	72724.0	266900	2964	5324	89221	2964	532	2964
8101.0	47426.0	3169.0	17240.0	26784.0	150808	7620	5222	7620	76650	762	117315
75856.0	9873.0	25063.0	13478.0	21762.0	225020	11138	7620	5222	23558	28037	7620
88057.0	40999.0	40014.0	4213.0	24680.0	293765	27994	7705	93984	88165	7661	55696
69865.0	19051.0	45272.0	27200.0	26708.0	437969	25506	9373	151317	10067	3729	199590
106754.0	26555.0	12015.0	2061.0	14347.0	1023209	17702	24290	122945	179327	1770	24290
55502.0	20998.0	9898.0	55504.0	12603.0	1338868	27355	5222	13909	27355	522	15282
12459.0	25872.0	75694.0	21370.0	27383.0	217826	5222	1011459	32799	3104	762	221118
142230.0	6734.0	2844.0	1473.0	20026.0	498152	85664	124942	390	17624	7055	447937
166505.0	895.0	1799.0	905.0	2696.0	1348403	16463	782	22416	48997	937	16463
19701.0	30535.0	19216.0	27145.0	15011.0	1361608	9822	33147	504818	20715	78309	7284
108403.0	3079.0	907.0	8027.0	34785.0	27494	9828	11492	12971	10065	83	9822
41466.0	68926.0	17866.0	14186.0	58749.0	663659	29488	2297	903985	13909	229	16091
20998.0	9898.0	55504.0	12603.0	8395.0	1338868	5222	13909	27355	5222	1528	13909
17922.0	10807.0	6347.0	3917.0	60010.0	1363012	20719	9822	7284	23558	4671	2964
12379.0	3266.0	68847.0	101461.0	19274.0	1336323	9310	60	914081	357211	6	4255
77063.0	76860.0	12420.0	34694.0	4255.0	89486	7284	7515	3317	10936	13279	7284
123070.0	6688.0	7499.0	7043.0	63391.0	1345561	11138	13909	7284	13909	728	4084
96163.0	46920.0	2912.0	11316.0	63681.0	510362	41162	646310	760	42713	3611	11195
106102.0	12149.0	5511.0	8266.0	35707.0	1336922	7620	54322	60	7620	522	24056
68926.0	17866.0	14186.0	58749.0	7883.0	663659	2297	903985	13909	2297	1609	2297
8474.0	148069.0	15856.0	10146.0	46121.0	1337127	13909	7284	30931	169366	331	7284
69963.0	4134.0	13305.0	77408.0	26319.0	476584	81580	562	9884	562	357	60
30535.0	19216.0	27145.0	15011.0	14821.0	1361608	33147	504818	20715	783094	728	2297
10802.0	7251.0	3543.0	3472.0	28925.0	1338366	9310	11138	5222	7620	443	11195
38632.0	9121.0	1985.0	18351.0	57258.0	1046391	166300	318	28304	124179	2486	102340
57696.0	96141.0	30514.0	6458.0	35019.0	448253	101823	9373	21928	196749	18297	101823
142004.0	13456.0	25312.0	17912.0	22095.0	1342086	60	389	295667	20073	38	60
18659.0	129123.0	27941.0	8027.0	28670.0	1346364	7620	562	390	86197	23924	60
64108.0	32475.0	7959.0	53288.0	74481.0	940470	83010	2297	774138	2073	333	28505
9898.0	55504.0	12603.0	8395.0	13203.0	1338868	13909	27355	5222	15282	1390	77638
8859.0	102473.0	2109.0	62742.0	8656.0	1348810	3104	7284	6345	330014	728	3104
7667.0	2176.0	109158.0	10524.0	49468.0	871704	16476	63554	48997	22001	99	7284
11679.0	52956.0	57140.0	8286.0	63364.0	1348480	32679	7284	132792	16463	1093	34538
101527.0	49516.0	15729.0	11413.0	53780.0	1337829	185139	182636	9640	182636	5077	17202
4309.0	11352.0	15964.0	25078.0	45839.0	1361043	9822	1339	834	4933	1338	3317
3591.0	138640.0	20130.0	18793.0	45023.0	73271	7516	407	182942	286884	1717	570
11352.0	15964.0	25078.0	45839.0	1393.0	1361043	1339	834	4933	13384	331	788
69818.0	12398.0	51576.0	3754.0	2309.0	1355138	11195	3420	47986	378604	76	27541
97128.0	3695.0	6699.0	8203.0	60520.0	1343346	50547	117778	108067	347582	2948	14769
12263.0	5685.0	8211.0	54884.0	8800.0	1368927	12031	5242	49866	64415	39882	734825
25271.0	11876.0	47129.0	3347.0	1328.0	1369406	10936	307615	6345	12029	3453	59904
33421.0	9545.0	43655.0	74975.0	61859.0	196442	10936	2964	51712	2964	732	49835
7251.0	3543.0	3472.0	28925.0	7197.0	1338366	11138	5222	7620	4432	1119	9822
29947.0	116078.0	20768.0	24123.0	37450.0	352735	7620	9822	63728	15220	10626	55693
76860.0	12420.0	34694.0	4255.0	13475.0	89486	7515	3317	10936	132792	728	46717
5599.0	6424.0	27555.0	7572.0	41516.0	29694	647	56672	151936	392591	76	11195
18313.0	86247.0	80550.0	47766.0	4878.0	54124	60	6352	20073	389	16219	60
76859.0	20084.0	69000.0	11803.0	36027.0	1347848	70567	3570	390	225611	39	60
59147.0	26181.0	59111.0	10651.0	79143.0	738386	227343	67929	1259	12558	9047	12971
80842.0	9753.0	62811.0	19648.0	44086.0	1347027	162881	12004	60	425695	39	60
49516.0	15729.0	11413.0	53780.0	4881.0	1337829	182636	9640	182636	50779	1720	48997
32497.0	3555.0	30689.0	92484.0	54577.0	272854	5222	122132	420	14642	19492	9822
4134.0	13305.0	77408.0	26319.0	9922.0	476584	562	9884	562	3570	6	5222
4520.0	14139.0	7155.0	12269.0	59850.0	13708	19756	23558	11195	318043	2486	124179
3543.0	3472.0	28925.0	7197.0	3603.0	1338366	5222	7620	4432	11195	982	2297
5221.0	9501.0	13125.0	57421.0	10001.0	1368709	17487	11492	6345	122945	1976	3317
6532.0	9218.0	7248.0	27993.0	53746.0	174440	9751	64389	7620	76650	749	2458
116078.0	20768.0	24123.0	37450.0	4157.0	352735	9822	63728	15220	106260	5569	7324
34128.0	31172.0	33011.0	56729.0	27554.0	4109	5222	184471	221333	184471	14988	60
3079.0	907.0	8027.0	34785.0	26136.0	27494	11492	12971	10065	833	982	5222
116106.0	45027.0	5017.0	17824.0	57989.0	38000	58948	86410	183954	10936	307	3317
99842.0	44601.0	13832.0	75288.0	10949.0	1335790	4084	50722	25912	643792	1968	4084
7586.0	29856.0	14958.0	15960.0	33234.0	1367239	12004	5222	7620	5222	762	12004
98451.0	6981.0	4618.0	12060.0	62729.0	1352750	6345	34157	62788	774138	768	1956
109061.0	41881.0	39469.0	48967.0	6663.0	145961	785	50721	122165	5019	5734	9373
20084.0	69000.0	11803.0	36027.0	7699.0	1347848	3570	390	225611	390	6	5222
166946.0	3763.0	10037.0	5892.0	57217.0	1335957	9822	55839	34538	788	1093	133660
