1535.0	5063.0	392691	11492	3730	77335
3200.0	1093.0	400371	17487	1772	11492
4707.0	3112.0	1336001	930	83	9822
1389.0	2595.0	895897	154703	2007	225611
40866.0	1819.0	1334914	47021	19095	9897
8443.0	2149.0	1336470	84352	5538	59197
2218.0	3074.0	211810	11492	66352	260718
6554.0	5781.0	89072	23558	728	177012
7346.0	1763.0	814302	267100	443	119441
6509.0	4667.0	1335381	651338	4997	22533
5170.0	5507.0	419027	20678	2819	93984
4571.0	9609.0	1335312	76158	310	29488
12449.0	4290.0	1334963	142566	728	12968
9539.0	6449.0	101514	16091	310	76655
6822.0	7415.0	1172996	7491	6161	79678
6725.0	7206.0	1338093	17487	1149	321274
778.0	10370.0	1337227	11492	54029	50722
9132.0	7918.0	66621	305934	748	16091
1190.0	12313.0	1335765	4084	7919	3104
12200.0	4151.0	35692	11138	6	6352
9044.0	3707.0	70524	46717	728	48997
9345.0	4585.0	161615	11138	6	562
3696.0	1017.0	2648	3317	1203	13783
9651.0	13908.0	125232	142566	6	38424
9343.0	9513.0	90568	728648	229	16436
9240.0	7636.0	98879	64	28037	2964
6998.0	11240.0	98188	46717	408	29488
6712.0	11971.0	1127501	13909	408	11195
10483.0	9701.0	365844	142566	229	7284
10766.0	8677.0	540516	928334	229	7284
4723.0	12334.0	617421	1343	4877	1343
9430.0	15328.0	1336761	50773	12541	312605
7078.0	13367.0	235590	7620	5807	480
9902.0	11505.0	1336719	16642	3216	13909
6845.0	7496.0	39277	142566	1119	3104
14013.0	9215.0	1336695	84899	443	11138
17026.0	8879.0	605403	16093	1119	9310
12722.0	6626.0	10035	7489	229	7489
9937.0	7552.0	1336922	60	18367	155473
17955.0	5856.0	1335314	76158	2007	4432
12690.0	9153.0	393237	34750	522	11138
8406.0	9889.0	1337267	951652	3453	12968
2078.0	12981.0	160064	55605	97	55605
8834.0	12977.0	297970	148653	975	29488
10923.0	12524.0	50925	157565	310	64
12639.0	4583.0	1339487	28017	357	184471
19668.0	10190.0	75571	32679	1113	4432
6349.0	12202.0	988438	7620	6	741987
16327.0	10012.0	1336329	32679	1113	4432
10511.0	9341.0	476584	11138	6	546090
4081.0	21409.0	1335778	9862	873	111487
12659.0	16369.0	1335231	389	6	11195
14683.0	5642.0	1337921	11492	10569	11492
23032.0	2290.0	316457	84664	15547	546090
20282.0	9156.0	58706	46717	6	61002
13575.0	14822.0	1124616	16436	1588	4432
16579.0	9799.0	1335677	25208	36078	1243
20892.0	7081.0	446344	16642	6	546090
21965.0	8773.0	1335352	102614	6791	52602
7969.0	16038.0	1340925	318	931	39814
17033.0	12458.0	1335463	86326	1113	7620
7038.0	19216.0	1335941	16091	6	5222
12803.0	17179.0	500452	51712	6	5222
9959.0	16238.0	248695	5222	749	7620
9689.0	18762.0	283377	38424	1113	12004
7160.0	11582.0	57412	12004	443	11138
15654.0	6655.0	51515	1259	12176	34452
11501.0	14767.0	65372	64	1113	5222
11761.0	23961.0	1336736	16642	13210	47014
19681.0	12379.0	1336323	32679	931	60
9231.0	13303.0	1341288	11138	6	707303
11640.0	4857.0	486231	11138	762	1037
10850.0	15206.0	160083	11138	6	562
5590.0	23903.0	1339178	292998	28037	5222
12379.0	3266.0	1336323	9310	6	914081
5296.0	7410.0	95634	1243	7056	319767
9341.0	13378.0	476584	60	54609	81580
10833.0	18536.0	1342581	5222	1113	2964
6178.0	16340.0	1345977	19535	6	5776
10217.0	26465.0	647744	127030	8049	12968
19979.0	24600.0	1335321	14094	522	3104
7410.0	6408.0	95634	70567	31976	390
23990.0	10423.0	220092	390	31976	390
23389.0	19805.0	1338868	37196	522	64788
1547.0	13444.0	1347805	11492	13040	11492
12819.0	25131.0	1342211	127410	762	9822
17972.0	21163.0	1080591	204885	522	9822
7885.0	41323.0	1337857	8595	84865	156212
5511.0	40826.0	1338433	532184	83599	23558
24600.0	8078.0	1335321	5222	310	43674
30965.0	4841.0	48753	69432	30518	69432
50576.0	10280.0	302894	25521	420	2297
9726.0	43627.0	1337354	461901	6	5222
13016.0	42158.0	1336331	32679	229	16091
20653.0	10882.0	1347523	12004	310	280373
48392.0	628.0	1342248	40450	1297	853762
15267.0	37247.0	1335189	5222	2698	5222
10423.0	6538.0	220092	319767	39	60
24181.0	11979.0	1214107	189356	47998	7284
11249.0	35856.0	2946	160761	15707	11492
44845.0	2743.0	1338319	11492	1296	89291
3707.0	37859.0	70524	7284	4899	10936
16594.0	41815.0	2274	11298	14157	12004
32625.0	23429.0	1336618	154352	70730	60
20991.0	7108.0	1347089	5222	229	62528
42439.0	5273.0	20861	29488	2324	23235
46012.0	4510.0	26786	14973	4702	46717
6449.0	40854.0	101514	3104	7665	291112
10077.0	40363.0	1338659	29488	1539	23245
12724.0	35246.0	1340232	229944	3216	9822
19547.0	18074.0	94961	4700	47998	29488
12782.0	4374.0	1347899	13909	229	53700
39506.0	9630.0	1343861	3090	1119	7284
7552.0	32929.0	1336922	183670	15547	60
52909.0	818.0	1335246	11492	1772	17720
10401.0	31838.0	1344206	8449	522	25610
3791.0	40230.0	571400	404828	12703	404828
2262.0	50019.0	57676	5834	6308	19766
33962.0	10022.0	999257	4084	13171	13909
20364.0	8434.0	91671	5222	296	34157
1990.0	49046.0	1338806	48529	35535	48529
22385.0	6055.0	426990	7620	982	11492
4392.0	47729.0	217737	190958	1856	47021
37744.0	7633.0	59042	121840	1119	13909
30189.0	31938.0	936485	7707	30007	788
33421.0	9545.0	196442	10936	296	51712
17724.0	12770.0	1347204	5222	1119	29488
18495.0	14531.0	101238	7620	1119	29488
29861.0	53439.0	905998	47021	1149	132926
2996.0	52175.0	32858	5222	1827	14075
59216.0	1632.0	205773	12253	1839	12253
17210.0	10857.0	57454	5222	1119	7284
19805.0	11092.0	1338868	5222	6478	27355
8470.0	46799.0	1337183	35096	1007	11492
36017.0	15977.0	1339160	11182	1119	32163
8235.0	54498.0	1335202	50722	1093	97117
39192.0	17006.0	565175	15050	28541	758
33867.0	12089.0	1343503	7284	982	2297
16471.0	14071.0	85107	5222	1119	51712
32929.0	5196.0	1336922	155473	6	7620
43911.0	9351.0	445496	357185	748	64
6440.0	11892.0	1348256	3104	229	4084
14315.0	37357.0	989083	60	15547	562
2595.0	50682.0	895897	20073	22561	154352
13149.0	41214.0	1139574	23558	37336	29488
46515.0	9979.0	1338509	1044949	748	64
19237.0	46742.0	3815	16093	3267	196732
9501.0	39746.0	94072	437	83	9640
