47.0	48.0	29.0	14.0	159229	214517880	214830444	214531612	21482023	214820261
48.0	29.0	14.0	76.0	159229	214830444	214531612	214820231	21482026	214717007
50.0	43.0	108.0	33.0	5182	214821026	214821028	214706432	21481955	214821017
43.0	108.0	33.0	19.0	5182	214821028	214706432	214819550	21482101	214821390
50.0	153.0	96.0	106.0	375257	214644307	214582935	214652885	21465288	214657595
55.0	31.0	271.0	62.0	210798	214581827	214699010	214686937	21458181	214581821
153.0	96.0	106.0	25.0	375257	214582935	214652885	214652882	21465759	214652882
14.0	120.0	27.0	39.0	308039	214835655	214835694	214836223	21483622	214836202
106.0	99.0	22.0	71.0	307164	214672963	214826801	214585395	21482680	214826702
195.0	137.0	15.0	20.0	448834	214820942	214827030	214511465	21451148	214555873
96.0	106.0	25.0	45.0	375257	214652885	214652882	214657595	21465288	214657595
120.0	27.0	39.0	38.0	308039	214835694	214836223	214836227	21483620	214836232
32.0	35.0	22.0	58.0	84519	214716836	214714678	214716836	21464461	214714678
106.0	25.0	45.0	26.0	375257	214652882	214657595	214652882	21465759	214652882
25.0	45.0	26.0	13.0	375257	214657595	214652882	214657595	21465288	214582935
35.0	22.0	58.0	18.0	84519	214714678	214716836	214644617	21471467	214716740
27.0	39.0	38.0	47.0	308039	214836223	214836227	214836202	21483623	214836204
45.0	26.0	13.0	18.0	375257	214652882	214657595	214652882	21458293	214652882
29.0	14.0	76.0	236.0	159229	214531612	214820231	214820261	21471700	214826810
226.0	47.0	160.0	41.0	109356	214586857	214829737	214705747	21460104	214591374
31.0	271.0	62.0	140.0	210798	214699010	214686937	214581819	21458182	214515825
39.0	38.0	47.0	36.0	308039	214836227	214836202	214836232	21483620	214836219
22.0	58.0	18.0	49.0	84519	214716836	214644617	214714678	21471674	214714678
14.0	76.0	236.0	25.0	159229	214820231	214820261	214717007	21482681	214826705
26.0	13.0	18.0	42.0	375257	214657595	214652882	214582935	21465288	214652885
47.0	160.0	41.0	24.0	109356	214829737	214705747	214601049	21459137	214591205
271.0	62.0	140.0	27.0	210798	214686937	214581819	214581821	21451582	214581821
48.0	108.0	351.0	92.0	389654	214826705	214587557	214826705	21482680	214826705
160.0	41.0	24.0	34.0	109356	214705747	214601049	214591374	21459120	214509000
29.0	7.0	6.0	18.0	396124	214717839	214644731	214644729	21464473	214838520
62.0	140.0	27.0	55.0	210798	214581819	214581821	214515825	21458182	214686932
137.0	15.0	20.0	195.0	448834	214827030	214511465	214511488	21455587	214537867
15.0	20.0	195.0	27.0	448834	214511465	214511488	214555873	21453786	214738449
90.0	50.0	94.0	129.0	79777	214544325	214530952	214544327	21454432	214544327
57.0	95.0	195.0	190.0	185089	214601233	214819376	214716667	21481943	214819762
7.0	6.0	18.0	64.0	396124	214644731	214644729	214644731	21483852	214687899
66.0	30.0	38.0	92.0	309687	214716658	214829405	214829398	21482940	214829405
41.0	24.0	34.0	107.0	109356	214601049	214591374	214591205	21450900	214543700
50.0	94.0	129.0	32.0	79777	214530952	214544327	214544325	21454432	214544325
6.0	18.0	64.0	42.0	396124	214644729	214644731	214838520	21468789	214829735
30.0	38.0	92.0	40.0	309687	214829405	214829398	214829400	21482940	214838263
140.0	27.0	55.0	114.0	210798	214581821	214515825	214581821	21468693	214581821
27.0	55.0	114.0	23.0	210798	214515825	214581821	214686932	21458182	214581838
55.0	114.0	23.0	20.0	210798	214581821	214686932	214581821	21458183	214581890
94.0	5.0	206.0	163.0	466654	214584907	214820227	214584907	21482034	214820812
87.0	144.0	35.0	15.0	121846	214826955	214716924	214706441	21470617	214706441
114.0	23.0	20.0	33.0	210798	214686932	214581821	214581838	21458189	214574137
217.0	199.0	159.0	67.0	240599	214711297	214539039	214557755	21460145	214712323
166.0	319.0	21.0	22.0	270491	214677553	214601812	214531612	21460238	214601186
18.0	64.0	42.0	133.0	396124	214644731	214838520	214687899	21482973	214531517
53.0	33.0	27.0	25.0	182841	214820218	214547600	214820218	21453196	214820218
33.0	27.0	25.0	9.0	182841	214547600	214820218	214531961	21482021	214674577
199.0	159.0	67.0	63.0	240599	214539039	214557755	214601452	21471232	214555237
207.0	53.0	54.0	55.0	159602	214826968	214548885	214542452	21460238	214542452
95.0	195.0	190.0	245.0	185089	214819376	214716667	214819430	21481976	214819760
53.0	54.0	55.0	22.0	159602	214548885	214542452	214602386	21454245	214702597
195.0	190.0	245.0	50.0	185089	214716667	214819430	214819762	21481976	214743335
159.0	67.0	63.0	98.0	240599	214557755	214601452	214712323	21455523	214685880
319.0	21.0	22.0	131.0	270491	214601812	214531612	214602386	21460118	214512467
129.0	203.0	224.0	424.0	33388	214544780	214556561	214697741	21457510	214677547
96.0	16.0	54.0	42.0	208798	214716973	214717007	214716973	21468686	214744535
190.0	245.0	50.0	32.0	185089	214819430	214819762	214819760	21474333	214684843
21.0	22.0	131.0	61.0	270491	214531612	214602386	214601186	21451246	214829679
203.0	224.0	424.0	80.0	33388	214556561	214697741	214575103	21467754	214561991
22.0	131.0	61.0	39.0	270491	214602386	214601186	214512467	21482967	214829687
16.0	54.0	42.0	92.0	208798	214717007	214716973	214686860	21474453	214687852
54.0	42.0	92.0	11.0	208798	214716973	214686860	214744535	21468785	214748336
42.0	92.0	11.0	10.0	208798	214686860	214744535	214687852	21474833	214717562
67.0	63.0	98.0	185.0	240599	214601452	214712323	214555237	21468588	214680727
76.0	236.0	25.0	618.0	159229	214820261	214717007	214826810	21482670	214820261
224.0	424.0	80.0	107.0	33388	214697741	214575103	214677547	21456199	214696415
92.0	11.0	10.0	75.0	208798	214744535	214687852	214748336	21471756	214820396
424.0	80.0	107.0	50.0	33388	214575103	214677547	214561991	21469641	214716930
11.0	10.0	75.0	86.0	208798	214687852	214748336	214717562	21482039	214553565
70.0	80.0	16.0	90.0	178789	214835437	214717007	214717005	21471692	214716992
10.0	75.0	86.0	30.0	208798	214748336	214717562	214820396	21455356	214668185
75.0	86.0	30.0	8.0	208798	214717562	214820396	214553565	21466818	214826623
86.0	30.0	8.0	58.0	208798	214820396	214553565	214668185	21482662	214711952
30.0	8.0	58.0	10.0	208798	214553565	214668185	214826623	21471195	214690845
8.0	58.0	10.0	23.0	208798	214668185	214826623	214711952	21469084	214601233
80.0	16.0	90.0	120.0	178789	214717007	214717005	214716928	21471699	214835435
92.0	162.0	129.0	303.0	100437	214821367	214668596	214680356	21474453	214680356
58.0	10.0	23.0	34.0	208798	214826623	214711952	214690845	21460123	214820392
162.0	129.0	303.0	22.0	100437	214668596	214680356	214744530	21468035	214668596
16.0	90.0	120.0	61.0	178789	214717005	214716928	214716992	21483543	214587598
14.0	474.0	17.0	87.0	197521	214717007	214716982	214554358	21471698	214717867
254.0	292.0	165.0	223.0	445146	214709728	214696980	214585680	21470972	214694222
474.0	17.0	87.0	58.0	197521	214716982	214554358	214716982	21471786	214716984
10.0	43.0	39.0	6.0	212317	214838244	214811739	214535010	21453618	214650635
43.0	39.0	6.0	11.0	212317	214811739	214535010	214536187	21465063	214819427
17.0	87.0	58.0	21.0	197521	214554358	214716982	214717867	21471698	214716982
33.0	131.0	105.0	205.0	185732	214554519	214561500	214821028	21456150	214820231
39.0	6.0	11.0	67.0	212317	214535010	214536187	214650635	21481942	214701797
37.0	35.0	29.0	23.0	184028	214568124	214568122	214568117	21470827	214708280
6.0	11.0	67.0	61.0	212317	214536187	214650635	214819427	21470179	214645871
35.0	29.0	23.0	36.0	184028	214568122	214568117	214708271	21470828	214714762
11.0	67.0	61.0	42.0	212317	214650635	214819427	214701797	21464587	214589278
67.0	61.0	42.0	28.0	212317	214819427	214701797	214645871	21458927	214718276
61.0	42.0	28.0	14.0	212317	214701797	214645871	214589278	21471827	214840762
10.0	23.0	34.0	406.0	208798	214711952	214690845	214601233	21482039	214686860
42.0	28.0	14.0	44.0	212317	214645871	214589278	214718276	21484076	214706113
76.0	149.0	51.0	58.0	74038	214833802	214840378	214709685	21482973	214709634
28.0	14.0	44.0	74.0	212317	214589278	214718276	214840762	21470611	214674662
14.0	44.0	74.0	0.0	212317	214718276	214840762	214706113	21467466	214674665
44.0	74.0	0.0	65.0	212317	214840762	214706113	214674662	21467466	214826724
74.0	0.0	65.0	2.0	212317	214706113	214674662	214674665	21482672	214826747
162.0	66.0	32.0	252.0	444369	214821290	214839311	214826705	21468451	214821290
0.0	65.0	2.0	8.0	212317	214674662	214674665	214826724	21482674	214589705
65.0	2.0	8.0	5.0	212317	214674665	214826724	214826747	21458970	214589707
305.0	1577.0	16.0	4.0	446691	214826608	214826700	214716907	21481955	214819547
2.0	8.0	5.0	5.0	212317	214826724	214826747	214589705	21458970	214551793
8.0	5.0	5.0	4.0	212317	214826747	214589705	214589707	21455179	214539236
5.0	5.0	4.0	9.0	212317	214589705	214589707	214551793	21453923	214539150
