47.0	48.0	29.0	159229	214517880	214830444	21453161	214820231
48.0	29.0	14.0	159229	214830444	214531612	21482023	214820261
85.0	13.0	68.0	416919	214710787	214709546	21470619	214706195
50.0	153.0	96.0	375257	214644307	214582935	21465288	214652882
29.0	14.0	76.0	159229	214531612	214820231	21482026	214717007
50.0	43.0	108.0	5182	214821026	214821028	21470643	214819550
55.0	31.0	271.0	210798	214581827	214699010	21468693	214581819
43.0	108.0	33.0	5182	214821028	214706432	21481955	214821017
108.0	33.0	19.0	5182	214706432	214819550	21482101	214821390
106.0	99.0	22.0	307164	214672963	214826801	21458539	214826801
14.0	120.0	27.0	308039	214835655	214835694	21483622	214836227
153.0	96.0	106.0	375257	214582935	214652885	21465288	214657595
31.0	271.0	62.0	210798	214699010	214686937	21458181	214581821
96.0	106.0	25.0	375257	214652885	214652882	21465759	214652882
195.0	137.0	15.0	448834	214820942	214827030	21451146	214511488
32.0	35.0	22.0	84519	214716836	214714678	21471683	214644617
120.0	27.0	39.0	308039	214835694	214836223	21483622	214836202
99.0	22.0	71.0	307164	214826801	214585395	21482680	214826702
137.0	15.0	20.0	448834	214827030	214511465	21451148	214555873
106.0	25.0	45.0	375257	214652882	214657595	21465288	214657595
27.0	39.0	38.0	308039	214836223	214836227	21483620	214836232
48.0	108.0	351.0	389654	214826705	214587557	21482670	214826803
35.0	22.0	58.0	84519	214714678	214716836	21464461	214714678
25.0	45.0	26.0	375257	214657595	214652882	21465759	214652882
57.0	95.0	195.0	185089	214601233	214819376	21471666	214819430
226.0	47.0	160.0	109356	214586857	214829737	21470574	214601049
45.0	26.0	13.0	375257	214652882	214657595	21465288	214582935
22.0	58.0	18.0	84519	214716836	214644617	21471467	214716740
39.0	38.0	47.0	308039	214836227	214836202	21483623	214836204
26.0	13.0	18.0	375257	214657595	214652882	21458293	214652882
14.0	76.0	236.0	159229	214820231	214820261	21471700	214826810
47.0	160.0	41.0	109356	214829737	214705747	21460104	214591374
271.0	62.0	140.0	210798	214686937	214581819	21458182	214515825
90.0	50.0	94.0	79777	214544325	214530952	21454432	214544325
38.0	47.0	36.0	308039	214836202	214836232	21483620	214836219
58.0	18.0	49.0	84519	214644617	214714678	21471674	214714678
76.0	236.0	25.0	159229	214820261	214717007	21482681	214826705
13.0	18.0	42.0	375257	214652882	214582935	21465288	214652885
160.0	41.0	24.0	109356	214705747	214601049	21459137	214591205
129.0	203.0	224.0	33388	214544780	214556561	21469774	214575103
62.0	140.0	27.0	210798	214581819	214581821	21451582	214581821
108.0	351.0	92.0	389654	214587557	214826705	21482680	214826705
41.0	24.0	34.0	109356	214601049	214591374	21459120	214509000
29.0	7.0	6.0	396124	214717839	214644731	21464472	214644731
66.0	30.0	38.0	309687	214716658	214829405	21482939	214829400
7.0	6.0	18.0	396124	214644731	214644729	21464473	214838520
140.0	27.0	55.0	210798	214581821	214515825	21458182	214686932
15.0	20.0	195.0	448834	214511465	214511488	21455587	214537867
94.0	5.0	206.0	466654	214584907	214820227	21458490	214820345
20.0	195.0	27.0	448834	214511488	214555873	21453786	214738449
50.0	94.0	129.0	79777	214530952	214544327	21454432	214544327
95.0	195.0	190.0	185089	214819376	214716667	21481943	214819762
6.0	18.0	64.0	396124	214644729	214644731	21483852	214687899
30.0	38.0	92.0	309687	214829405	214829398	21482940	214829405
24.0	34.0	107.0	109356	214591374	214591205	21450900	214543700
94.0	129.0	32.0	79777	214544327	214544325	21454432	214544325
18.0	64.0	42.0	396124	214644731	214838520	21468789	214829735
38.0	92.0	40.0	309687	214829398	214829400	21482940	214838263
27.0	55.0	114.0	210798	214515825	214581821	21468693	214581821
217.0	199.0	159.0	240599	214711297	214539039	21455775	214601452
92.0	63.0	75.0	26577	214587384	214821377	21482137	214821377
55.0	114.0	23.0	210798	214581821	214686932	21458182	214581838
319.0	198.0	257.0	164903	214716935	214838366	21482094	214704180
114.0	23.0	20.0	210798	214686932	214581821	21458183	214581890
87.0	144.0	35.0	121846	214826955	214716924	21470644	214706171
5.0	206.0	163.0	466654	214820227	214584907	21482034	214820812
144.0	35.0	15.0	121846	214716924	214706441	21470617	214706441
23.0	20.0	33.0	210798	214581821	214581838	21458189	214574137
199.0	159.0	67.0	240599	214539039	214557755	21460145	214712323
166.0	319.0	21.0	270491	214677553	214601812	21453161	214602386
53.0	33.0	27.0	182841	214820218	214547600	21482021	214531961
207.0	53.0	54.0	159602	214826968	214548885	21454245	214602386
319.0	21.0	22.0	270491	214601812	214531612	21460238	214601186
64.0	42.0	133.0	396124	214838520	214687899	21482973	214531517
33.0	27.0	25.0	182841	214547600	214820218	21453196	214820218
27.0	25.0	9.0	182841	214820218	214531961	21482021	214674577
159.0	67.0	63.0	240599	214557755	214601452	21471232	214555237
53.0	54.0	55.0	159602	214548885	214542452	21460238	214542452
195.0	190.0	245.0	185089	214716667	214819430	21481976	214819760
54.0	55.0	22.0	159602	214542452	214602386	21454245	214702597
98.0	52.0	141.0	274958	214541355	214641131	21458739	214540599
96.0	16.0	54.0	208798	214716973	214717007	21471697	214686860
190.0	245.0	50.0	185089	214819430	214819762	21481976	214743335
